yearsSchool wage
10 3.1453959267
11 8.3292503675
11 5.5386319579
11 6.4106379959
11 10.411562959
11 1.6147842469
11 5.0270249136
10 6.5357923757
11 5.0674753838
11 3.060385226
11 7.0251030348
11 8.8804507594
11 2.0061186619
11 12.248897599
11 4.7315741583
11 11.231422505
11 5.0955414013
11 1.7296474546
11 4.8995590397
10 6.1244487996
10 3.6746692798
10 3.2449772388
10 2.5275502983
11 7.4504762461
11 3.6746692798
11 3.3036445807
9 2.8478686918
8 4.7770700637
10 4.5951776164
11 4.7629784116
11 6.7368936796
9 0.3538570418
11 1.9730210813
11 4.8621578256
11 5.9806823959
9 1.3269639066
5 4.8862930856
7 3.2663726931
10 2.3371184265
10 4.2356952629
10 7.0458260526
10 0.3990868892
9 5.4662019527
11 1.42620393
9 2.8697417232
11 22.11606511
11 2.9973772949
11 4.8580373529
9 3.3406084361
11 7.6555609995
11 4.5933365997
10 4.0829658664
10 4.2871141597
9 2.9875359998
11 4.6545810877
8 5.5120039196
6 6.4306712396
10 7.7090963911
10 3.3273124822
12 4.4096031357
12 6.4500524067
10 3.5168613966
11 6.6438464983
9 3.814027995
10 4.0280959694
8 2.1254093538
8 1.0669056535
10 10.698497243
10 5.552042689
11 3.6746692798
10 4.6960219688
10 6.1396837469
10 2.7560019598
11 3.4286769263
8 3.6293029924
10 6.8900048996
9 2.9869834832
11 7.279344859
11 10.411562959
10 8.5687355403
10 6.3666586391
10 5.5120039196
9 3.4020677011
11 4.2255275238
9 3.9808917197
10 6.572354453
11 5.8657976596
8 5.002167606
10 6.1146496815
10 8.9082891631
10 5.6533373535
10 9.1866731994
10 1.4421343589
10 4.7662377053
10 3.5605491158
10 4.2274956316
10 7.0458260526
10 2.1231422505
10 7.5467141607
10 4.2871141597
10 4.5919123093
9 6.9358549019
10 3.6746692798
11 5.6200824279
10 5.814414462
9 7.7205172747
10 10.474168436
10 8.1774150743
11 3.6559209671
10 4.5933365997
10 5.3078556263
10 4.5933365997
9 8.8875722115
10 5.0955414013
9 7.6331345891
8 2.5332947307
11 3.8996490316
11 6.5841265297
8 1.516530179
8 4.2819675641
9 3.5934706638
8 4.342790967
10 5.790387956
8 2.0769869842
10 6.1244487996
10 2.8562451801
8 5.5120039196
9 4.2871141597
9 7.1451902662
9 4.5387839085
8 2.9091131798
7 4.1539739684
